id,name,rating,reviews,address,website,phone,search_term
BeautyArtSoundBeautysalonViadeicappellariCampodeFioriClosedOpensamOnlineappointments,Beauty Art Sound,4.7,82,"
Via dei cappellari, Campo de' Fiori, 88, 00186 Roma RM, Italy",https://widget.treatwell.it/salone/beauty-art-sound/?utm_source=partner&utm_medium=salon-site-embedded-book-now-widget,+390683958854,Beauty clinics in Rome
MCPBeautyTreatmentBeautysalonViaVittorioVenetoClosedOpensamIcanjustsayeverythingswasperfect,MCP Beauty Treatment,5.0,15,"
Via Vittorio Veneto, 62, 00187 Roma RM, Italy",https://mariacristinapuccio.it/chi-siamo/,+393476257203,Beauty clinics in Rome
AngelBeautyLoungeBeautysalonViaFrancescoCrispiClosedOpensamGotafacialwithmassageandrelievedalltensionfrommyfaceBOOKONLINE,Angel Beauty Lounge,4.8,282,"
Via Francesco Crispi, 28, 00187 Roma RM, Italy",https://www.thebeautylounge.it/,+393663039293,Beauty clinics in Rome
SetYourBeautyLaserhairremovalservicePiazzaGiovineItaliaClosedOpensamBOOKONLINE,Angel Beauty Lounge,4.8,282,"
Via Francesco Crispi, 28, 00187 Roma RM, Italy",https://www.thebeautylounge.it/,+393663039293,Beauty clinics in Rome
SkinMedicRomaPratiSpaandhealthclubViaFedericoCesiClosedOpensam,SkinMedic Roma Prati,4.7,39,"
Via Federico Cesi, 46, 00193 Roma RM, Italy",https://mktg.skinmedic.it/centro-estetico-romacesi1706019710360,+393409643259,Beauty clinics in Rome
BeautyBarRomaBeautysalonViaAntondaNoliClosedOpensam,Beauty Bar Roma,5.0,37,"
Via Anton da Noli, 16, 00154 Roma RM, Italy",https://www.instagram.com/beautybarroma/,+393927100010,Beauty clinics in Rome
SetaBeautyClinicRomaEritreaLaserhairremovalserviceVialeEritreaDClosedOpensamThestaffissoverynicehelpfulandmakeyoufeelverycomfortableBOOKONLINE,Seta Beauty Clinic Roma Eritrea,4.8,288,"
Viale Eritrea, 30/D, 00199 Roma RM, Italy",http://setabeauty.com/,+393495906226,Beauty clinics in Rome
AbsoluteHealthEsteticaeSaluteMedicalCenterViaGiuseppePisanelliClosedOpensamDrChiantiniwasdoingbotoxandhewasverycalmandconfident,SopranoVillas - Luxury villa rentals across Italy,5.0,2,"
Via di Montoro, 4, 00186 Roma RM, Italy",https://www.sopranovillas.com/,+390697275137,Beauty clinics in Rome
SetaBeautyClinicRomaTiburtinaLaserhairremovalserviceViadelleCavediPietralataClosedOpensamBOOKONLINE,Seta Beauty Clinic Roma Tiburtina,4.9,284,"
Via delle Cave di Pietralata, 32, 00157 Roma RM, Italy",http://setabeauty.com/,+393421468126,Beauty clinics in Rome
SetaBeautyClinicRomaAppiaLaserhairremovalserviceViaAppiaNuovaEClosedOpensamBOOKONLINE,Seta Beauty Clinic Roma Appia,4.9,202,"
Via Appia Nuova, 559/E, 00179 Roma RM, Italy",http://www.setabeauty.com/,+393459253379,Beauty clinics in Rome
LaBeautèRomaBeautysalonViaTarantoClosedOpensamLovethisplaceBOOKONLINE,La Beautè Roma,4.8,215,"
Via Taranto, 78, 00182 Roma RM, Italy",https://www.labeauteroma.it/,+3906273582,Beauty clinics in Rome
BeautyClinicAloèBeautysalonBCViadeiGelsiClosedOpensam,La Beautè Roma,4.8,215,"
Via Taranto, 78, 00182 Roma RM, Italy",https://www.labeauteroma.it/,+3906273582,Beauty clinics in Rome
ClinicMedicalBeautyFlemingMedicinaeChirurgiaEsteticaPlasticsurgeryclinicViaBevagnaClosedOpensamBOOKONLINE,Clinic Medical Beauty // Fleming | Medicina e Chirurgia Estetica,4.6,79,"
Via Bevagna, 9, 00191 Roma RM, Italy",http://clinicitalia.it/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness_fleming,+390689327723,Beauty clinics in Rome
SetaBeautyClinicRomaGarbatellaLaserhairremovalserviceViaGirolamoBenzoniClosedOpensamSupernicegirlsandcompetentworkersBOOKONLINE,Seta Beauty Clinic Roma Garbatella,4.9,172,"
Via Girolamo Benzoni, 25, 00154 Roma RM, Italy",http://www.setabeauty.com/,+393924836862,Beauty clinics in Rome
BeBeautifulBeautyCenterBeautysalonViaCelimontanaAClosedOpensamGoodserviceBOOKONLINE,Seta Beauty Clinic Roma Garbatella,4.9,172,"
Via Girolamo Benzoni, 25, 00154 Roma RM, Italy",http://www.setabeauty.com/,+393924836862,Beauty clinics in Rome
LookmaniaELETTRODEPILAZIONERomaBeautysalonViaBaldodegliUbaldiClosedOpenspm,Lookmania ELETTRODEPILAZIONE Roma,5.0,21,"
Via Baldo degli Ubaldi, 179, 00167 Roma RM, Italy",,+393914588277,Beauty clinics in Rome
BeautyAtelierTestaccioBeautysalonViaAlessandroVoltaClosedOpensamCameforpedicurethroughaTreatwellbookingBOOKONLINE,Beauty Atelier Testaccio,4.7,29,"
Via Alessandro Volta, 48, 00153 Roma RM, Italy",https://beautyateliertestaccio.com/,+393421425992,Beauty clinics in Rome
SwanBeautyCentroDimagrimentoRelaxPontelungoRediRomaHealthspaViaAppiaNuovaEClosedOpensamBOOKONLINE,Beauty Atelier Testaccio,4.7,29,"
Via Alessandro Volta, 48, 00153 Roma RM, Italy",https://beautyateliertestaccio.com/,+393421425992,Beauty clinics in Rome
TotalBeautyLabBeautysalonViaValMaggiaClosedOpensamManicureandpedicureprofessionalattitudeBOOKONLINE,Total Beauty Lab,4.7,35,"
Via Val Maggia, 55, 00141 Roma RM, Italy",http://bit.ly/2RYfIkr,+393332642763,Beauty clinics in Rome
WellnessCenterMyreaLTDBeautysalonViaSilvioSpaventaClosedOpensamOnsiteservices,Wellness Center Myrea LTD,4.0,50,"
Via Silvio Spaventa, 15, 00187 Roma RM, Italy",https://myreabeautysalon.com/,+390642014463,Beauty clinics in Rome
BEAUTEFACIALSPAFacialspaViaMariaBarbaraTosattiClosedOpensamsuperhelpfulandinformativewithmyskinBOOKONLINE,BEAUTE FACIAL SPA,5.0,326,"
Via Maria Barbara Tosatti, 62, 00137 Roma RM, Italy",http://www.beaute.bio/,+390664410002,Beauty clinics in Rome
SetaBeautyClinicRomaTalentiLaserhairremovalserviceViaUgoOjettiClosedOpensam,Seta Beauty Clinic Roma Talenti,5.0,131,"
Via Ugo Ojetti, 84, 00137 Roma RM, Italy",http://setabeauty.com/,+393425213554,Beauty clinics in Rome
EstheticLabdiSabrinaRufiniBeautysalonVialeRattodelleSabineClosedOpensam,Esthetic Lab di Sabrina Rufini,4.9,151,"
Viale Ratto delle Sabine, 86/90, 00131 Roma RM, Italy",https://instagram.com/estheticlab___?utm_medium=copy_link,+390664001410,Beauty clinics in Rome
SunBodyBeautyCenterRomeBeautysalonViaTripoliClosedOpensamIlikedeeptissuemassagewhichIfounddifficulttofindinItalyBOOKONLINE,Esthetic Lab di Sabrina Rufini,4.9,151,"
Viale Ratto delle Sabine, 86/90, 00131 Roma RM, Italy",https://instagram.com/estheticlab___?utm_medium=copy_link,+390664001410,Beauty clinics in Rome
BEAUTYANDMORECLODBeautysalonViaUdineClosedOpensamOnlineappointments,BEAUTY AND MORE CLOD,5.0,198,"
Via Udine, 38, 00161 Roma RM, Italy",,+393346584550,Beauty clinics in Rome
CentroesteticoviasilviobencolillybeautyRomaBeautysalonViaSilvioBencoClosedOpensam,Centro estetico via silvio benco 20/22 lilly beauty Roma,4.8,22,"
Via Silvio Benco, 20/22, 00177 Roma RM, Italy",http://instagram.com/lillybeautyestetica,+393491939971,Beauty clinics in Rome
MResteticaBeautysalonViaEmanueleFilibertoClosedOpensamBeauticiandidanamazingjoboftidyingmyeyebrowsBOOKONLINE,M.R estetica,4.9,83,"
Via Emanuele Filiberto, 265, 00185 Roma RM, Italy",,+390670490099,Beauty clinics in Rome
SetaBeautyClinicRomaMonteverdeLaserhairremovalserviceViaGiacintoCariniFClosedOpensamVeryindepthtreatmenteveryoneisincrediblyprofessionalandkind,Seta Beauty Clinic Roma Monteverde,4.9,133,"
Via Giacinto Carini, 62F/64, 00152 Roma RM, Italy",http://setabeauty.com/index.php,+393474535808,Beauty clinics in Rome
SetaBeautyRomaCorneliaBeautysalonViaTaddeodaSessaClosedOpensamIneverexpectedtobeabletoremovethehaironmyface,Seta Beauty Clinic Roma Monteverde,4.9,133,"
Via Giacinto Carini, 62F/64, 00152 Roma RM, Italy",http://setabeauty.com/index.php,+393474535808,Beauty clinics in Rome
SetaBeautyRomaGemelliBeautysalonViaCogoletoClosedOpensamTheyresuperfriendlyandprofessional,Seta Beauty Roma Gemelli,4.8,134,"
Via Cogoleto, 109, 00168 Roma RM, Italy",http://setabeauty.com/index.php,+390631055398,Beauty clinics in Rome
EsteticaTwinsRomaBeautysalonViaAssisiClosedOpensamBOOKONLINE,Seta Beauty Roma Gemelli,4.8,134,"
Via Cogoleto, 109, 00168 Roma RM, Italy",http://setabeauty.com/index.php,+390631055398,Beauty clinics in Rome
ThanaEsteticaBeautysalonViadiMonteBrianzoClosedOpensamOneofthemostthoroughdeepcleansingfacialsIveeverhad,Thana Estetica,4.4,73,"
Via di Monte Brianzo, 46, 00186 Roma RM, Italy",https://www.thanaestetica.it/,+39066832035,Beauty clinics in Rome
LOasidiClarilóWellnessWellnesscenterVicolodelleGrotteClosedOpensamThestaffisprofessionalskilledandcourteousBOOKONLINE,L’Oasi di Clariló Wellness,4.6,49,"
Vicolo delle Grotte, 24, 00186 Roma RM, Italy",http://www.loasidiclarilo.com/,+390668135559,Beauty clinics in Rome
CentroEsteticoINarcisiBeautysalonViaFlaviaClosedOpensam,L’Oasi di Clariló Wellness,4.6,49,"
Vicolo delle Grotte, 24, 00186 Roma RM, Italy",http://www.loasidiclarilo.com/,+390668135559,Beauty clinics in Rome
SetaBeautyClinicRomaColliPortuensiLaserhairremovalserviceViadiMonteVerdeClosedOpensamThelaserhairremovalwasfastnotpainfulanddeliveredwithcareBOOKONLINE,Seta Beauty Clinic Roma Colli Portuensi,4.9,177,"
Via di Monte Verde, 75, 00151 Roma RM, Italy",http://www.setabeauty.com/,+393428024583,Beauty clinics in Rome
AestheticaviaNizzaBeautysalonVNizzaClosedOpensamBOOKONLINE,Aesthetica via Nizza,4.5,36,"
V. Nizza, 164, 00198 Roma RM, Italy",http://www.aestheticaroma.it/,+393803913045,Beauty clinics in Rome
CentroEsteticoFrancescaRomaAppioLatinoComfortZoneMarziaClinicBeautysalonViaLiciaClosedOpensamFrancescawasincredibleBOOKONLINE,Centro Estetico Francesca Roma Appio Latino- Comfort Zone-Marzia Clinic,4.6,23,"
Via Licia, 56, 00185 Roma RM, Italy",,+393207773117,Beauty clinics in Rome
LoredanaProiettiMicrobladingRomaPermanentmakeupclinicViaAlfonsoRendanoClosedOpensamAmazingresultsandexperience,Centro Estetico Francesca Roma Appio Latino- Comfort Zone-Marzia Clinic,4.6,23,"
Via Licia, 56, 00185 Roma RM, Italy",,+393207773117,Beauty clinics in Rome
MySkinBarCosmeticsurgeonViadegliScipioniClosedOpensamMyexperienceherewassogreatBOOKONLINE,My Skin Bar,5.0,15,"
Via degli Scipioni, 19/21, 00192 Roma RM, Italy",http://www.myskinbar.it/,+393899126186,Beauty clinics in Rome
AlmaCareRomaMedicalclinicViaVincenzoBelliniOpenssoonamWentforavisitadermatologia,My Skin Bar,5.0,15,"
Via degli Scipioni, 19/21, 00192 Roma RM, Italy",http://www.myskinbar.it/,+393899126186,Beauty clinics in Rome
DCEsteticaMedicadiDomizianaColucciBeautysalonViadiCasaldeiPazziaClosedOpensam,DC Estetica Medica di Domiziana Colucci,5.0,67,"
Via di Casal dei Pazzi, 121a, 00156 Roma RM, Italy",http://dcesteticamedica.it/,+393358396030,Beauty clinics in Rome
SkincareSohaSkincareclinicViaTiburtina,DC Estetica Medica di Domiziana Colucci,5.0,67,"
Via di Casal dei Pazzi, 121a, 00156 Roma RM, Italy",http://dcesteticamedica.it/,+393358396030,Beauty clinics in Rome
EpilpratiLaserhairremovalserviceViaEzioClosedOpensamAfterjustonesessionIlostalmostallthehairsinthetreatedarea,Epilprati,5.0,349,"
Via Ezio, 27, 00192 Roma RM, Italy",https://epilprati.it/,+393290445601,Beauty clinics in Rome
SetaBeautyRomaAureliaBeautysalonVAureliaClosedOpensamHerwayofdoingthingsandtheambienceistoogood,Epilprati,5.0,349,"
Via Ezio, 27, 00192 Roma RM, Italy",https://epilprati.it/,+393290445601,Beauty clinics in Rome
GDBeautyClinicPermanentMakeUpBeautysalonViaCattaroClosedOpensamBOOKONLINE,GD Beauty Clinic & Permanent Make Up,4.5,8,"
Via Cattaro, 6, 00198 Roma RM, Italy",,+393400066470,Beauty clinics in Rome
HSBEAUTYMonteverdeVecchioBeautysalonViaGiacintoCariniClosedOpensamThestaffareniceandprofessionalanditscleanandsanitaryinside,GD Beauty Clinic & Permanent Make Up,4.5,8,"
Via Cattaro, 6, 00198 Roma RM, Italy",,+393400066470,Beauty clinics in Rome
DBNMedicalGroupMedicinaEsteticaedAlimentazioneMedicalclinicViaRipenseOpenClosespm,DBN Medical Group Medicina Estetica ed Alimentazione,4.7,38,"
Via Ripense, 4, 00153 Roma RM, Italy",,+390669275361,Beauty clinics in Rome
BrazilianbeautypointBeautysalonViaFasanaClosedOpensamTheladiesatthesalonwerefriendlyprofessionalandhygienicBOOKONLINE,DBN Medical Group Medicina Estetica ed Alimentazione,4.7,38,"
Via Ripense, 4, 00153 Roma RM, Italy",,+390669275361,Beauty clinics in Rome
PowerMedicalBeautyPoliambulatorioRomaFisioterapiaePalestraOsteopatiaBiodermogenesiUrgentcarecenterViadiTorrevecchiaClosedOpensamBOOKONLINE,Power Medical Beauty - Poliambulatorio Roma | Fisioterapia e Palestra | Osteopatia| Biodermogenesi |,4.9,92,"
Via di Torrevecchia, 590, 00168 Roma RM, Italy",https://www.powermedicalbeauty.it/,+390640419090,Beauty clinics in Rome
AmbassadeBiologiqueRechercheRomaBeautysalonViaFrattinaClosedOpensamAfterthefacialmyskinfeltsoftglowingandhydrated,Power Medical Beauty - Poliambulatorio Roma | Fisioterapia e Palestra | Osteopatia| Biodermogenesi |,4.9,92,"
Via di Torrevecchia, 590, 00168 Roma RM, Italy",https://www.powermedicalbeauty.it/,+390640419090,Beauty clinics in Rome
AestheticCenterAthenaBeautysalonVialeAngelicoClosedOpensamThefacialcleanseshedidonmewasamazing,Aesthetic Center Athena,4.4,109,"
Viale Angelico, 4, 00195 Roma RM, Italy",http://www.athenaestetica.it/,+390637514630,Beauty clinics in Rome
EnhancementsRomasrlBeautysalonViaUmbriaClosedOpensamTheyhelpedmeremovethemandgavemethebestmanicureIhavehad,Aesthetic Center Athena,4.7,59,"Viale Angelico, 4, 00195 Roma RM, Italy",http://www.athenaestetica.it/,+390642013496,Beauty clinics in Rome
MalòCentroEsteticoBeautysalonPiazzaGiudittaTavaniArquatiClosedOpensamGotmyeyebrowswaxedandwasreallyhappywiththeservice,Malò Centro Estetico,4.7,181,"
Piazza Giuditta Tavani Arquati, 120, 00153 Roma RM, Italy",https://www.centroesteticomalo.com/,+39065898950,Beauty clinics in Rome
CentroEsteticoLaMethodeBeautysalonPiazzaRosolinoPiloClosedOpensamBOOKONLINE,Malò Centro Estetico,4.7,181,"
Piazza Giuditta Tavani Arquati, 120, 00153 Roma RM, Italy",https://www.centroesteticomalo.com/,+39065898950,Beauty clinics in Rome
ThebeautypotNuovoSalarioBeautysalonPiazzaBortoloBelottiClosedOpensam,Malò Centro Estetico,4.7,181,"
Piazza Giuditta Tavani Arquati, 120, 00153 Roma RM, Italy",https://www.centroesteticomalo.com/,+39065898950,Beauty clinics in Rome
NaturBelleRomaViaGalliaLaserhairremovalserviceViaLiciaClosedOpensamOnsiteservicesOnlineappointments,Malò Centro Estetico,4.7,181,"
Piazza Giuditta Tavani Arquati, 120, 00153 Roma RM, Italy",https://www.centroesteticomalo.com/,+39065898950,Beauty clinics in Rome
IstitutodiBellezzaPicassoTrattamentivisocorpoEpilazioneLaserEsteticaBeautysalonViaTripolibClosedOpensamBOOKONLINE,"Istituto di Bellezza Picasso - Trattamenti viso corpo, Epilazione Laser, Estetica",4.8,95,"
Via Tripoli, 145b, 00199 Roma RM, Italy",http://www.istitutodibellezzapicasso.it/,+39068546590,Beauty clinics in Rome
DermastirSkincareSkincareclinicPiazzadiSpagnaClosedOpensam,"Istituto di Bellezza Picasso - Trattamenti viso corpo, Epilazione Laser, Estetica",4.8,95,"
Via Tripoli, 145b, 00199 Roma RM, Italy",http://www.istitutodibellezzapicasso.it/,+39068546590,Beauty clinics in Rome
