id,name,rating,reviews,address,website,phone,search_term
StudioDermatologicoLuciDermatologistViaCandiaClosedOpensamDirections,Studio Dermatologico Luci,4.8,16,"
Via Candia, 89, 00192 Roma RM, Italy",,+390639722918,Dermatologists in rome
HarbinClinicDermatologyRomeDermatologistRedmondRdClosedOpensamTueWebsiteDirectionsDoctorwasverythoroughknowledgeablepleasantandonschedule,Harbin Clinic Dermatology Rome,4.9,499,"
550 Redmond Rd, Rome, GA 30165, United States",https://harbinclinic.com/location/dermatology-rome,+17622353480,Dermatologists in rome
SkinlaserDermatologiaChirurgiaPlasticaedesteticaChirurgiaVascolareAnestesiologiaOrtopediaOtorinolaringoiatriaDermatologistPiazzaledelleBelleArtiClosedOpensamWebsiteDirectionsTheywerekindaccommodatingextremelyprofessionalandtimely,Skinlaser - Dermatologia - Chirurgia Plastica ed estetica-Chirurgia Vascolare- Anestesiologia-Ortopedia- Otorinolaringoiatria,4.1,35,"
Piazzale delle Belle Arti, 2, 00196 Roma RM, Italy",http://www.skinlaser.it/,+390636005484,Dermatologists in rome
RomanoPucciDrMariaConcettaDermatologistViaMariannaDionigiClosedOpensamWebsiteDirections,Romano Pucci Dr. Maria Concetta,4.5,10,"
Via Marianna Dionigi, 29, 00193 Roma RM, Italy",http://www.skineco.org/,+39063203684,Dermatologists in rome
ClinicaDermosifilopaticaBalivaDrGiannandreaDermatologistViadelTritoneWebsiteDirectionsBOOKONLINE,Clinica Dermosifilopatica Baliva Dr. Giannandrea,5.0,6,"
Via del Tritone, 102, 00187 Roma RM, Italy",http://www.balivagiannandrea.com/il-medico,+39066781918,Dermatologists in rome
PEROSINOASSOCIATIDermatologiaLaserDermatologiaPlasticaUrologiaGinecologiaCardiologiaOrtopediaReumatologiaNeurologiaNutrizioneEcografiaDermatologistViaSofiaClosedOpensamWebsiteDirectionsBOOKONLINE,"PEROSINO ASSOCIATI - Dermatologia, Laser, Dermatologia Plastica, Urologia, Ginecologia, Cardiologia, Ortopedia, Reumatologia, Neurologia, Nutrizione, Ecografia",4.4,105,"
Via Sofia, 34, 00144 Roma RM, Italy",https://www.medicalia.it/,+390650524471,Dermatologists in rome
DonatoDiNunnoDermatologistViaLabicanaClosedOpenspmWedWebsiteDirectionsBOOKONLINE,Donato Di Nunno,4.9,11,"
Via Labicana, 62, 00184 Roma RM, Italy",https://www.dottori.it/donato-di-nunno-603414?utm_campaign=gmb&utm_content=donato_di_nunno&utm_medium=mybusiness&utm_source=google&utm_term=603414,+390670476596,Dermatologists in rome
CentroMedicoEudermicoItalianoDermatologistCorsodItaliaClosedOpensamWebsiteDirections,Centro Medico Eudermico Italiano,4.5,51,"
Corso d'Italia, 106, 00198 Roma RM, Italy",http://www.cmeit.it/,+39064819582,Dermatologists in rome
ClinicaDermatologicaUmbertoIDermatologistVialedelPoliclinicoClosedOpensamWebsiteDirections,Clinica Dermatologica Umberto I°,4.2,89,"
Viale del Policlinico, 155, 00161 Roma RM, Italy",https://www.policlinicoumberto1.it/unita/dermatologia/,+390649971,Dermatologists in rome
RaskovicDrDesankaDermatologistViaMariodeFioriClosedOpensamDirections,Raskovic Dr. Desanka,3.9,20,"
Via Mario de' Fiori, 59, 00187 Roma RM, Italy",,+39066785730,Dermatologists in rome
FarahDermatologyCosmeticsDermatologistRomeNYDermatologistEChestnutStSuiteClosedOpensamTueWebsiteDirectionsOnsiteservices,"Farah Dermatology & Cosmetics | Dermatologist Rome, NY",4.6,10,"
107 E Chestnut St Suite 105-1, Rome, NY 13440, United States",https://farahdermatology.com/dermatologist-rome-ny/?utm_source=google&utm_medium=search_engine&utm_campaign=gmb,+13158401038,Dermatologists in rome
DottssaGiulianaMenagualeDermatologistViaAldoManuzioClosedOpensamWebsiteDirectionsBOOKONLINE,Dott.ssa Giuliana Menaguale,5.0,7,"
Via Aldo Manuzio, 16, 00153 Roma RM, Italy",https://giulianamenaguale.com/,+393387092555,Dermatologists in rome
DottFedericoPirroDermatologoDermatologistViaMarcelloPrestinariscalaCprimopianoClosedOpenspmWedWebsiteDirectionsBOOKONLINE,Dott. Federico Pirro - Dermatologo,5.0,5,"
Via Marcello Prestinari, 9/scala C primo piano, 00195 Roma RM, Italy",http://federicopirrodermatologo.it/,+390689830059,Dermatologists in rome
StudioMedicoDermatologicoDrMassimoPapiDermatologistViaCesenaClosedOpenspmWebsiteDirections,Studio Medico Dermatologico Dr. Massimo Papi,4.8,9,"
Via Cesena, 60, 00182 Roma RM, Italy",http://www.massimopapi.it/,+390677205806,Dermatologists in rome
StudioMedicoDermatologiaPratiDermatologistViaColadiRienzoClosedOpensamWebsiteDirectionsOnsiteservicesOnlineappointments,Studio Medico Dermatologia Prati,4.5,21,"
Via Cola di Rienzo, 212, 00192 Roma RM, Italy",https://www.dermatologiaprati.com/,+390645471658,Dermatologists in rome
DottStefanoOcchiutoDermatologistIstitutoRomanodiDermatologiaeChirurgiaLaserPzaBolognaClosedOpensamWebsiteDirectionsIvaluehisopinionprofessionalismBOOKONLINE,Dott. Stefano Occhiuto,4.4,23,"
Istituto Romano di Dermatologia e Chirurgia Laser, P.za Bologna, 22, 00162 Roma RM, Italy",https://stefanoocchiuto.it/,+390644236726,Dermatologists in rome
DottGiuseppePistolaDermatologoDermatologistViaGiovanniBattistaMorgagniWebsiteDirectionsBOOKONLINE,"Dott. Giuseppe Pistola, Dermatologo",5.0,2,"
Via Giovanni Battista Morgagni, 9, 00161 Roma RM, Italy",https://www.miodottore.it/giuseppe-pistola/dermatologo-chirurgo-medico-estetico/roma?utm_source=google&utm_medium=gmb&utm_campaign=514283&utm_content=website,+390685872248,Dermatologists in rome
FirstMedDermatologistViaGiovanniBattistaMorgagniHBuildingAndfloorClosedOpensamWebsiteDirectionsDrGiacommuziisthemostthoroughDermatologistIhaveeverencounteredBOOKONLINE,FirstMed,4.9,210,"
Via Giovanni Battista Morgagni, 30 / H Building A/2nd floor, 00161 Roma RM, Italy",https://www.firstmedcenters.it/home,+390640061402,Dermatologists in rome
IstitutoRomanodiDermatologiaeChirurgiaLaserDermatologistPzaBolognaClosedOpensamWebsiteDirectionsThankstohimmyhusbandgotthecorrecttreatmentandhealedquicklyBOOKONLINE,Istituto Romano di Dermatologia e Chirurgia Laser,4.0,45,"
P.za Bologna, 22, 00162 Roma RM, Italy",http://www.istitutodermatologicoromano.it/,+390644236726,Dermatologists in rome
IvonaPatroiDermatologistViadelTritoneClosedOpensamWebsiteDirectionsBOOKONLINE,Ivona Patroi,5.0,2,"
Via del Tritone, 102, 00187 Roma RM, Italy",https://www.doctolib.it/dermatologo-venereologo/roma/ivona-patroi,+390669940222,Dermatologists in rome
DottssaPieraFilecciaDermatologistViaColadiRienzoClosedOpensamWebsiteDirections,Dott.ssa Piera Fileccia,3.7,6,"
Via Cola di Rienzo, 212, 00193 Roma RM, Italy",https://www.topdoctors.it/dottor/piera-fileccia,+390645471658,Dermatologists in rome
DrPieroStellaDermatologistViaFedericoGaleottiWebsiteDirectionsBOOKONLINE,Dr. Piero Stella,4.5,8,"
Via Federico Galeotti, 41, 00167 Roma RM, Italy",https://www.miodottore.it/piero-stella/dermatologo/ladispoli?utm_source=google&utm_medium=gmb&utm_campaign=218884,+393474000029,Dermatologists in rome
DottssaTizianaSurrentiDermatologistViaPaoloMercuriClosedOpensamWebsiteDirectionsShehasthelatestequipmentinheroffice,Dottssa Tiziana Surrenti,4.6,9,"
Via Paolo Mercuri, 8, 00193 Roma RM, Italy",http://www.surrentiderma.it/,+393427253477,Dermatologists in rome
StudioMedicoGraziaPrimaveraDermatologistViaSiciliaWebsiteDirections,Studio Medico Grazia Primavera,3.7,3,"
Via Sicilia, 66, 00187 Roma RM, Italy",http://www.studiomedicoprimavera.it/,+390642020465,Dermatologists in rome
SergioLisiDermatologoDermatologistViaVentiSettembreClosedOpensamWebsiteDirections,Sergio Lisi Dermatologo,5.0,2,"
Via Venti Settembre, 43, 00187 Roma RM, Italy",https://sergiolisidermatologo.wordpress.com/,+39064742711,Dermatologists in rome
DrAlessandroLaghiDermatologoPediatricdermatologistViaLuigiPigoriniWebsiteDirectionsOnsiteservicesBOOKONLINE,"Dr. Alessandro Laghi, Dermatologo",5.0,6,"
Via Luigi Pigorini, 6, 00162 Roma RM, Italy",https://www.miodottore.it/alessandro-laghi/dermatologo-medico-estetico-venereologo/roma?utm_source=google&utm_medium=gmb&utm_campaign=607334&utm_content=website,+393470147847,Dermatologists in rome
DottNicolaDellEderaDermatologoDermatologistViaGiuseppeDonatiWebsiteDirectionsBOOKONLINE,"Dr. Alessandro Laghi, Dermatologo",5.0,6,"
Via Luigi Pigorini, 6, 00162 Roma RM, Italy",https://www.miodottore.it/alessandro-laghi/dermatologo-medico-estetico-venereologo/roma?utm_source=google&utm_medium=gmb&utm_campaign=607334&utm_content=website,+393470147847,Dermatologists in rome
DrMassimoLaurenzaDermatologistViadelTritoneWebsiteDirectionsBOOKONLINE,Dr. Massimo Laurenza,3.9,11,"
Via del Tritone, 102, 00187 Roma RM, Italy",https://www.miodottore.it/massimo-laurenza/dermatologo-chirurgo/roma?utm_source=google&utm_medium=gmb&utm_campaign=24790,+39066781918,Dermatologists in rome
JuliaGGirardMDFAADDermatologistRedmondRdClosedOpensamTueWebsiteDirectionsDrGirardisveryknowledgeableandhelpful,"Julia G Girard, MD, FAAD",4.4,7,"
550 Redmond Rd, Rome, GA 30165, United States",https://harbinclinic.com/location/dermatology-rome,+17622353480,Dermatologists in rome
